,2020/3/2,2020/3/3,2020/3/4,2020/3/5,2020/3/6,2020/3/7,2020/3/8,2020/3/9,2020/3/10,2020/3/11,2020/3/12,2020/3/13,2020/3/14,2020/3/15,2020/3/16,2020/3/17,2020/3/18,2020/3/19,2020/3/20,2020/3/21,2020/3/22,2020/3/23,2020/3/24,2020/3/25,2020/3/26,2020/3/27,2020/3/28,2020/3/29,2020/3/30,2020/3/31,2020/4/1,2020/4/2,2020/4/3,2020/4/4,2020/4/5,2020/4/6,2020/4/7,2020/4/8,2020/4/9,2020/4/10,2020/4/11,2020/4/12,2020/4/13,2020/4/14,2020/4/15,2020/4/16,2020/4/17,2020/4/18,2020/4/19,2020/4/20,2020/4/21,2020/4/22,2020/4/23,2020/4/24,2020/4/25,2020/4/26,2020/4/27,2020/4/28,2020/4/29,2020/4/30,2020/5/1,2020/5/2,2020/5/3,2020/5/4,2020/5/5,2020/5/6,2020/5/7,2020/5/8,2020/5/9,2020/5/10,2020/5/11,2020/5/12,2020/5/13,2020/5/14,2020/5/15,2020/5/16,2020/5/17,2020/5/18,2020/5/19,2020/5/20,2020/5/21,2020/5/22,2020/5/23,2020/5/24,2020/5/25,2020/5/26,2020/5/27,2020/5/28,2020/5/29,2020/5/30,2020/5/31,2020/6/1,2020/6/2,2020/6/3,2020/6/4,2020/6/5,2020/6/6,2020/6/7,2020/6/8,2020/6/9,2020/6/10,2020/6/11,2020/6/12,2020/6/13,2020/6/14,2020/6/15,2020/6/16,2020/6/17,2020/6/18,2020/6/19,2020/6/20,2020/6/21,2020/6/22,2020/6/23,2020/6/24,2020/6/25,2020/6/26,2020/6/27,2020/6/28,2020/6/29,2020/6/30,2020/7/1,2020/7/2,2020/7/3,2020/7/4,2020/7/5,2020/7/6,2020/7/7,2020/7/8,2020/7/9,2020/7/10,2020/7/11,2020/7/12,2020/7/13,2020/7/14,2020/7/15,2020/7/16,2020/7/17,2020/7/18,2020/7/19,2020/7/20,2020/7/21,2020/7/22,2020/7/23,2020/7/24,2020/7/25,2020/7/26,2020/7/27,2020/7/28,2020/7/29,2020/7/30,2020/7/31,2020/8/1,2020/8/2,2020/8/3,2020/8/4,2020/8/5,2020/8/6,2020/8/7,2020/8/8,2020/8/9,2020/8/10,2020/8/11,2020/8/12,2020/8/13,2020/8/14,2020/8/15,2020/8/16,2020/8/17,2020/8/18,2020/8/19,2020/8/20,2020/8/21,2020/8/22,2020/8/23,2020/8/24,2020/8/25,2020/8/26,2020/8/27,2020/8/28,2020/8/29,2020/8/30,2020/8/31,2020/9/1,2020/9/2,2020/9/3,2020/9/4,2020/9/5,2020/9/6,2020/9/7,2020/9/8,2020/9/9,2020/9/10,2020/9/11,2020/9/12,2020/9/13,2020/9/14,2020/9/15,2020/9/16,2020/9/17,2020/9/18,2020/9/19,2020/9/20,2020/9/21,2020/9/22,2020/9/23,2020/9/24,2020/9/25,2020/9/26,2020/9/27,2020/9/28,2020/9/29,2020/9/30,2020/10/1,2020/10/2,2020/10/3,2020/10/4,2020/10/5,2020/10/6,2020/10/7,2020/10/8,2020/10/9,2020/10/10,2020/10/11,2020/10/12,2020/10/13,2020/10/14,2020/10/15,2020/10/16,2020/10/17,2020/10/18,2020/10/19,2020/10/20,2020/10/21,2020/10/22,2020/10/23,2020/10/24,2020/10/25,2020/10/26,2020/10/27,2020/10/28,2020/10/29,2020/10/30,2020/10/31,2020/11/1,2020/11/2,2020/11/3,2020/11/4,2020/11/5,2020/11/6,2020/11/7,2020/11/8,2020/11/9,2020/11/10,2020/11/11,2020/11/12,2020/11/13,2020/11/14,2020/11/15,2020/11/16,2020/11/17,2020/11/18,2020/11/19,2020/11/20,2020/11/21,2020/11/22,2020/11/23,2020/11/24,2020/11/25,2020/11/26,2020/11/27,2020/11/28,2020/11/29,2020/11/30,2020/12/1,2020/12/2,2020/12/3,2020/12/4,2020/12/5,2020/12/6,2020/12/7,2020/12/8,2020/12/9,2020/12/10,2020/12/11,2020/12/12,2020/12/13,2020/12/14,2020/12/15,2020/12/16,2020/12/17,2020/12/18,2020/12/19,2020/12/20,2020/12/21,2020/12/22,2020/12/23,2020/12/24,2020/12/25,2020/12/26,2020/12/27,2020/12/28,2020/12/29,2020/12/30,2020/12/31,2021/1/1,2021/1/2,2021/1/3,2021/1/4,2021/1/5,2021/1/6,2021/1/7,2021/1/8,2021/1/9,2021/1/10,2021/1/11,2021/1/12,2021/1/13,2021/1/14,2021/1/15,2021/1/16,2021/1/17,2021/1/18,2021/1/19,2021/1/20,2021/1/21,2021/1/22,2021/1/23,2021/1/24,2021/1/25,2021/1/26,2021/1/27,2021/1/28,2021/1/29,2021/1/30,2021/1/31,2021/2/1,2021/2/2,2021/2/3,2021/2/4,2021/2/5,2021/2/6,2021/2/7,2021/2/8,2021/2/9,2021/2/10,2021/2/11,2021/2/12,2021/2/13,2021/2/14,2021/2/15,2021/2/16,2021/2/17,2021/2/18,2021/2/19,2021/2/20,2021/2/21,2021/2/22,2021/2/23,2021/2/24,2021/2/25,2021/2/26,2021/2/27,2021/2/28,2021/3/1
10029,0,0,0,0,0,0,0,0,0,2,3,6,6,9,19,22,27,34,36,24,23,32,41,44,46,46,32,32,56,49,49,52,51,35,40,58,55,51,46,41,34,26,29,36,148,39,34,32,20,34,22,31,26,49,31,9,22,28,14,21,19,14,18,24,11,17,15,4,18,9,8,6,5,13,9,13,10,12,5,5,10,15,3,5,7,10,8,15,9,11,7,0,0,7,6,7,6,0,5,1,5,0,3,1,0,0,3,0,2,5,4,5,1,4,2,3,1,3,0,4,1,4,6,6,4,2,4,0,2,4,1,2,4,3,4,0,3,4,2,7,4,4,3,3,0,2,0,1,2,2,4,0,3,1,1,3,2,5,4,4,3,7,3,5,2,7,3,8,3,6,2,3,4,1,2,2,3,7,1,4,4,0,2,1,2,3,0,3,0,0,0,2,6,4,0,0,3,6,1,8,0,2,0,1,2,2,0,1,0,1,2,3,4,1,0,2,3,6,2,5,1,6,1,4,6,2,2,5,5,6,4,2,4,8,8,4,4,5,3,8,9,7,7,3,7,2,4,3,6,3,7,6,5,9,5,8,4,13,13,14,9,5,13,16,12,9,13,10,8,17,21,12,10,12,14,17,15,36,17,19,0,15,26,19,22,16,16,16,16,21,12,40,21,17,19,16,34,22,33,24,12,10,21,21,23,32,37,17,22,30,29,38,45,34,30,31,37,37,40,53,28,55,22,37,28,27,57,46,45,26,30,22,39,34,51,50,39,31,23,6,31,42,42,41,47,48,43,45,28,40,19,18,22,42,31,32,27,31,24,20,32,34,35,29,36
10030,0,0,0,0,0,0,0,0,0,0,1,2,2,3,6,7,9,11,11,8,7,10,13,14,14,15,10,10,18,16,16,16,16,11,15,18,17,16,15,13,11,8,3,9,24,10,8,5,15,11,4,10,8,6,2,3,6,6,6,6,6,0,5,3,2,4,4,1,3,2,2,1,1,3,5,9,3,3,6,2,1,4,0,0,1,1,0,5,1,3,1,0,2,0,2,3,2,1,2,0,0,1,0,0,1,1,2,1,1,0,2,1,0,0,1,1,1,1,0,1,1,1,1,0,2,0,1,1,1,2,1,0,1,2,3,2,2,1,0,0,2,4,0,2,0,2,0,1,1,0,0,1,1,3,0,1,2,0,1,1,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,2,0,0,1,0,3,0,2,1,1,0,2,1,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,5,1,0,0,1,2,3,2,0,0,0,1,1,3,0,2,0,2,0,0,2,4,0,2,3,2,4,4,3,3,0,1,0,1,4,1,5,3,3,1,4,4,1,1,4,2,2,2,3,2,1,7,3,5,7,6,3,3,11,6,5,17,8,9,9,9,10,27,4,5,5,6,4,4,5,8,5,6,11,5,2,8,5,4,11,7,14,6,4,7,8,10,9,10,6,10,6,14,12,16,7,12,14,16,13,7,16,12,18,7,9,6,4,17,15,14,10,9,7,12,23,12,23,4,7,6,8,7,19,11,11,12,12,11,8,8,13,5,10,6,12,12,18,2,10,13,5,10,10,12,11,11
10031,0,0,0,0,0,0,0,0,0,0,2,4,4,6,13,15,18,23,24,16,16,22,27,30,31,31,21,22,37,33,33,35,35,24,26,39,37,34,31,27,23,18,24,25,66,29,24,15,13,23,23,21,17,25,22,6,14,21,5,8,21,12,14,13,15,8,17,7,17,10,12,9,12,2,21,6,15,6,1,4,7,9,4,5,3,7,8,8,3,9,7,0,3,10,3,2,2,6,2,3,1,7,2,2,2,2,1,1,6,3,5,2,1,4,2,3,3,2,1,4,8,5,5,2,3,2,4,6,2,4,2,2,0,3,1,2,1,3,3,1,2,4,0,3,0,1,1,2,2,2,4,0,2,1,1,2,5,5,5,0,6,8,5,3,7,4,2,2,3,0,1,2,3,1,1,3,2,2,2,3,3,5,1,3,1,2,0,2,4,5,0,7,2,2,0,0,3,4,3,1,1,6,1,3,4,1,2,2,0,2,0,0,1,0,5,5,7,3,3,2,1,2,9,0,2,6,7,3,2,4,7,4,5,7,3,6,3,0,2,5,5,4,4,7,8,3,8,3,7,11,13,1,2,3,8,12,11,7,9,7,19,6,9,12,13,8,6,9,9,19,11,16,9,15,19,14,22,26,15,14,0,11,8,14,16,12,12,12,25,18,14,28,13,9,14,10,15,13,21,22,11,18,25,14,20,16,36,14,12,14,29,41,21,27,33,28,22,19,29,25,24,16,28,16,19,16,31,30,26,28,24,17,15,21,48,36,15,25,9,10,19,23,22,21,15,15,14,19,30,21,12,18,18,28,25,31,15,25,27,13,23,20,31,27,18
10032,0,0,0,0,0,0,0,0,0,1,2,4,4,7,14,16,20,25,27,18,17,24,30,33,34,34,23,24,41,37,36,39,38,26,17,43,40,37,34,30,25,19,23,24,45,37,41,21,18,25,24,23,19,39,31,7,18,21,7,15,17,24,10,15,21,11,22,5,11,14,3,7,4,8,22,14,6,5,2,9,16,21,6,4,15,16,1,11,3,6,7,4,6,2,10,2,0,9,3,4,2,4,5,10,2,4,1,5,2,3,5,5,0,7,2,5,1,4,4,4,6,5,2,2,6,2,4,3,1,6,2,2,3,3,3,1,1,7,6,2,3,4,2,3,0,1,0,3,2,2,1,2,2,4,0,7,5,2,3,1,7,3,2,7,4,6,3,5,0,0,1,3,1,2,4,2,2,4,5,3,2,2,1,1,1,2,4,2,2,2,0,3,4,0,4,3,4,1,2,3,2,2,1,2,0,1,0,1,1,0,3,1,3,3,6,7,6,2,6,2,2,1,2,3,1,2,0,6,3,2,2,3,6,5,5,3,3,3,2,5,6,4,5,5,2,2,9,1,8,8,11,7,6,2,13,11,15,8,4,4,23,7,19,13,14,6,16,18,14,23,11,11,6,23,34,15,23,25,27,27,0,19,20,21,25,18,18,12,25,22,19,22,23,13,18,12,15,32,23,19,17,10,35,20,29,38,35,21,12,32,21,43,33,22,38,36,35,27,28,38,35,35,37,26,22,28,34,25,36,40,46,27,43,31,31,41,21,14,12,8,10,27,30,27,9,9,8,23,17,16,25,20,15,30,40,17,12,30,20,14,25,36,14,17,23
10033,0,0,0,0,0,0,0,0,0,1,2,4,4,6,13,15,18,23,24,16,16,22,27,30,31,31,21,22,37,33,33,35,35,24,25,39,37,34,31,28,23,18,17,28,29,35,31,19,16,23,11,21,17,51,26,6,18,17,4,19,22,22,20,10,14,12,12,7,10,8,1,6,7,8,15,15,9,4,4,5,11,15,8,0,8,11,9,4,3,1,5,0,7,10,10,3,1,1,3,3,3,5,4,2,1,2,0,1,1,1,2,4,0,5,1,3,1,6,1,3,4,0,2,5,2,1,3,1,3,1,2,4,1,3,4,3,3,1,3,0,1,4,0,3,0,2,0,1,3,4,1,0,1,0,0,5,3,3,3,1,4,3,1,6,3,2,5,5,4,6,1,3,0,2,3,0,3,2,4,3,0,2,1,2,2,0,3,2,1,1,0,2,4,2,0,0,3,4,0,1,3,6,1,5,3,1,4,0,2,2,1,1,5,3,4,7,1,1,3,3,2,5,5,4,0,3,9,1,3,5,7,2,3,3,2,5,4,6,7,7,8,6,7,3,7,1,8,2,4,10,5,9,5,8,7,9,14,12,11,6,28,11,18,10,19,9,18,10,8,20,16,14,7,18,21,11,10,23,25,19,0,15,19,20,23,17,17,29,25,16,17,25,21,8,21,24,32,29,19,22,16,9,29,20,34,31,53,8,9,17,27,43,44,26,19,36,33,27,30,46,44,22,27,21,10,24,45,34,34,28,14,25,34,26,23,22,16,17,13,14,5,25,16,21,19,19,17,15,16,20,28,21,11,21,30,20,14,18,11,14,17,26,18,12,18
10034,0,0,0,0,0,0,0,0,0,0,1,2,2,4,8,9,11,14,15,10,9,13,17,18,19,19,13,13,23,20,20,21,21,14,9,23,22,20,19,17,14,11,8,14,16,16,21,13,6,14,13,13,10,19,9,4,10,17,5,7,6,16,6,5,4,4,6,1,8,5,3,0,0,2,14,17,3,4,4,3,3,3,1,0,3,3,2,4,3,2,1,1,3,3,1,0,0,3,1,2,4,0,3,2,0,4,1,3,2,0,1,2,2,1,1,2,5,4,0,2,3,5,1,3,0,0,2,0,1,3,1,4,4,1,1,0,1,2,1,1,2,0,0,3,0,5,2,4,1,2,8,3,2,4,1,3,2,3,4,2,3,2,2,4,1,2,0,2,2,4,0,4,5,3,1,2,0,1,0,0,0,1,4,3,1,5,0,1,0,0,0,2,1,0,1,1,1,0,0,3,1,3,3,1,0,1,0,3,2,2,1,0,1,0,0,0,0,2,0,1,3,2,8,3,1,3,2,0,4,1,1,1,1,4,4,2,3,3,3,5,5,4,4,4,4,2,9,3,3,0,3,5,4,0,3,4,7,5,2,5,15,9,10,10,4,10,12,7,6,6,19,11,7,10,16,18,11,17,16,12,0,12,12,13,15,11,11,8,20,23,16,15,13,12,25,17,15,18,19,9,16,12,27,14,35,31,23,12,9,25,18,21,38,22,22,28,26,25,36,38,40,29,26,16,10,16,29,21,14,32,26,24,23,26,26,26,13,22,7,7,5,37,24,23,20,20,18,22,10,9,12,7,14,27,24,40,8,10,23,14,21,21,25,23,15
10035,0,0,0,0,0,0,0,0,0,1,2,3,3,5,10,12,14,17,19,12,12,17,21,23,24,24,16,17,29,26,26,27,27,18,21,30,28,26,24,21,18,14,19,16,80,28,24,15,14,18,13,16,13,18,16,5,9,12,5,5,12,4,6,11,5,11,14,2,8,5,5,3,2,14,11,9,11,1,5,5,3,5,1,2,1,3,1,0,3,3,4,0,0,3,3,3,5,1,2,0,9,3,2,3,9,14,1,1,5,1,1,2,1,1,3,1,2,1,0,3,5,6,1,3,3,2,3,3,0,6,3,2,1,1,3,4,4,3,0,4,3,2,1,3,2,4,1,2,3,2,0,1,1,1,1,0,1,2,4,2,2,0,2,1,3,0,1,2,0,1,1,1,2,3,2,0,1,0,0,2,0,0,0,2,0,1,0,0,0,0,0,1,3,0,1,1,2,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,4,0,2,0,7,0,1,1,2,5,0,1,1,1,0,4,0,2,4,3,6,0,3,2,4,1,4,4,3,4,1,1,0,4,3,0,4,2,8,0,0,3,2,9,6,4,6,3,1,1,2,6,5,5,3,0,6,6,4,0,4,7,5,4,9,16,11,12,7,9,7,8,6,6,7,10,3,10,20,13,10,10,7,7,16,15,11,6,9,12,13,15,16,8,10,11,12,12,19,14,14,19,15,6,8,8,16,16,21,15,13,8,17,15,21,26,20,16,9,23,22,15,14,14,6,6,5,10,15,18,14,17,17,16,15,17,14,16,10,10,20,15,16,10,12,11,8,16,16,17,18,11
10036,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,5,7,7,5,5,7,8,9,9,9,6,7,11,10,10,11,10,7,3,12,11,10,9,8,7,5,3,6,29,7,9,5,10,7,5,6,5,8,5,2,4,3,2,4,3,2,6,2,0,1,3,1,2,2,2,3,2,2,4,2,2,0,1,1,5,4,1,2,5,4,1,1,0,1,1,0,1,3,0,2,2,0,0,0,0,0,2,4,2,11,0,1,1,0,2,3,2,2,1,1,1,0,0,1,1,0,0,3,0,0,1,0,1,5,2,1,1,2,0,4,3,1,2,2,1,1,1,5,0,2,0,3,3,0,2,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,3,0,1,0,1,0,1,1,3,0,1,0,0,0,2,1,1,0,0,0,2,0,0,1,1,2,0,1,1,0,4,1,0,0,1,2,2,4,1,2,0,2,0,0,0,1,2,2,0,0,2,0,0,0,4,2,2,1,5,0,2,1,2,0,2,1,0,1,1,1,1,1,3,1,0,4,1,4,2,8,1,2,5,1,4,2,5,1,4,13,6,4,4,3,4,6,6,5,5,7,6,6,11,5,12,12,1,11,7,0,9,6,7,8,6,6,6,9,7,7,3,5,4,10,8,9,5,7,8,11,4,5,4,14,7,9,5,3,6,8,5,18,7,8,11,10,6,7,11,17,14,16,8,14,10,9,11,14,9,13,8,6,29,18,11,5,5,5,15,8,7,10,2,8,8,7,5,6,4,6,5,2,17,5,9,5,3,11,5,4,8,3,4,6
10037,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,6,7,8,9,6,6,8,10,11,12,12,8,8,14,12,12,13,13,9,13,15,14,13,12,10,9,7,3,11,21,14,8,7,1,9,5,8,6,4,7,2,5,3,3,3,2,3,6,10,2,5,4,1,0,5,2,36,19,42,17,1,0,4,6,0,5,2,5,3,2,5,2,1,3,0,1,3,1,0,2,1,0,1,0,1,4,0,4,1,0,0,0,0,1,1,1,1,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,2,0,1,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,6,1,2,2,0,0,0,1,1,2,1,0,2,0,3,0,0,0,0,4,3,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,0,1,2,0,0,1,0,2,1,1,0,1,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,1,0,1,0,3,1,1,1,1,3,0,2,0,1,3,2,7,0,1,1,3,2,1,0,1,5,2,3,6,3,5,7,5,6,0,10,6,4,5,3,3,4,5,6,5,3,2,2,3,2,2,3,9,8,8,2,7,5,8,7,7,6,3,14,5,8,12,5,13,12,7,8,11,15,10,5,10,6,5,8,10,9,12,6,8,3,4,10,4,6,8,5,3,2,4,10,8,8,8,8,7,9,10,8,5,5,7,3,8,9,3,12,1,1,10,10,8,4,5
10038,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,3,4,4,3,3,4,5,5,5,5,4,4,7,6,6,6,6,4,4,7,6,6,5,5,4,3,4,4,1,0,3,2,1,4,4,4,3,1,6,1,4,5,2,4,0,4,3,4,3,1,3,1,1,0,0,0,1,0,3,1,1,1,0,0,3,1,4,1,2,3,0,2,0,2,0,0,2,0,0,0,1,1,0,2,2,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,2,3,0,1,0,2,0,0,3,1,2,0,0,0,0,0,2,1,2,1,0,2,0,1,3,1,0,1,1,0,0,2,1,0,0,1,0,0,0,2,5,1,0,5,2,2,1,1,1,1,0,2,2,1,0,0,1,1,0,0,0,0,1,0,0,1,0,2,2,0,3,0,4,2,1,2,0,0,1,1,0,0,5,0,1,4,2,0,3,0,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,1,4,1,1,2,12,0,2,2,1,0,2,1,4,5,4,0,3,4,5,3,2,9,4,7,8,10,5,7,2,6,7,3,0,4,0,4,6,3,4,3,3,3,3,6,4,7,3,1,5,9,6,7,6,9,3,2,10,7,6,6,7,6,3,6,1,6,16,3,9,7,4,2,7,10,16,17,6,15,4,8,13,13,12,2,14,10,15,7,17,11,4,6,6,5,2,3,18,8,8,8,7,3,6,5,3,10,5,6,4,6,9,6,5,4,5,7,7,7,5
10039,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,5,6,8,8,5,5,7,9,10,11,11,7,7,13,11,11,12,12,8,8,13,13,12,11,9,8,6,2,9,21,12,9,4,5,8,6,7,6,19,10,2,7,10,2,8,6,5,6,4,1,3,7,4,1,3,1,2,0,0,7,5,3,5,7,2,3,2,3,2,0,3,6,2,2,3,1,0,1,3,4,1,1,0,1,0,1,0,1,0,0,1,0,3,2,1,1,1,0,0,1,2,1,1,2,1,2,0,0,0,3,0,1,0,0,2,0,4,1,4,2,1,2,0,3,2,1,4,1,2,1,2,0,2,1,0,1,2,2,0,1,0,2,2,2,0,4,1,0,3,0,2,3,3,1,0,1,2,0,3,2,1,4,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,0,1,1,2,2,2,1,0,0,1,1,0,1,1,2,0,0,3,1,0,0,1,0,2,0,0,0,0,2,0,1,1,1,1,1,1,1,0,2,2,3,5,1,0,2,1,6,3,1,5,1,5,4,3,1,5,3,4,2,3,1,1,8,7,3,10,4,7,1,7,1,0,3,4,8,9,7,7,9,6,13,4,5,5,6,5,8,5,7,10,9,6,4,10,3,9,13,8,10,6,16,8,5,13,15,6,16,6,15,13,9,9,7,7,8,5,5,11,11,10,12,11,1,17,14,14,19,9,13,9,6,6,11,16,9,6,6,6,8,21,7,14,6,4,13,13,4,4,8,11,3,15,8,23,5,3
10040,0,0,0,0,0,0,0,0,0,0,2,3,3,5,10,11,13,17,18,12,12,16,20,22,23,23,16,16,28,25,25,26,26,18,16,29,27,25,23,20,17,13,14,20,23,21,17,8,13,17,23,16,13,27,18,5,18,13,12,20,8,16,14,19,15,11,31,41,33,7,4,7,6,5,20,16,6,3,3,3,5,3,5,3,1,4,2,2,2,5,5,2,1,7,1,1,6,0,3,0,4,4,2,6,4,1,2,4,1,2,0,1,1,2,2,1,3,1,2,3,0,5,1,6,2,1,3,1,5,1,3,2,1,1,4,3,2,1,3,2,0,4,0,4,1,1,1,2,5,5,2,2,1,3,2,2,1,2,7,4,3,1,2,2,5,1,2,1,0,5,5,1,0,1,1,2,1,5,4,3,3,2,0,1,6,0,0,1,5,6,0,8,2,2,3,3,0,2,3,1,0,3,1,2,3,0,1,1,1,0,2,3,4,5,2,2,4,3,3,0,0,2,4,1,4,2,3,3,1,3,0,1,0,0,0,0,1,5,0,2,2,2,2,1,1,3,2,3,3,2,5,11,10,8,12,9,5,9,13,11,8,5,17,7,13,4,10,5,8,8,12,19,8,15,10,11,14,29,12,14,25,18,15,14,16,12,12,8,16,18,18,15,12,7,25,19,21,21,16,25,12,9,23,9,28,24,28,11,7,18,15,26,32,26,23,18,23,24,15,33,34,28,36,17,12,37,19,28,28,27,17,22,36,29,21,24,14,18,10,7,25,45,22,24,25,25,23,19,22,21,28,14,9,36,21,38,14,16,24,17,9,13,11,23,17
10044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,3,3,3,3,2,2,4,4,4,4,4,3,1,4,4,4,3,3,3,2,2,3,5,3,1,6,8,3,2,2,2,7,4,1,5,4,1,7,5,0,5,8,0,4,2,1,2,4,1,0,6,3,5,3,2,6,5,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,2,2,0,1,2,0,1,0,2,0,0,0,1,0,2,0,1,2,0,1,0,1,0,0,1,1,0,3,2,1,3,3,0,0,2,0,0,0,3,2,2,2,2,2,0,1,5,0,5,0,0,0,1,3,1,4,1,0,1,6,1,0,2,1,2,0,2,3,4,5,3,9,4,2,5,8,3,1,4,5,7,3,3,5,5,1,0,0,2,0,2,3,1,5,0,1,2,0,0,0,2,2,2,2,2,1,2,2,1,0,3,4,3,1,2,1,1,1,0,3,1,0
10065,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,6,6,4,4,6,7,8,8,8,5,6,10,9,9,9,9,6,5,10,9,9,8,7,6,5,2,6,6,3,5,5,1,6,8,5,4,5,3,2,3,4,2,1,1,4,2,3,0,3,2,1,5,2,0,1,0,2,6,4,1,0,0,2,2,3,0,3,0,2,0,1,0,2,0,0,0,1,0,0,2,1,0,2,0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,1,5,1,0,2,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,1,0,0,0,1,1,1,1,1,0,0,0,2,1,0,1,1,1,1,2,2,2,2,0,1,3,1,1,1,2,0,1,3,0,2,2,0,1,0,1,2,0,2,0,0,0,0,1,3,1,0,1,5,3,4,1,2,2,1,3,3,3,3,3,1,0,2,1,4,1,2,4,5,1,1,4,6,1,6,3,2,2,3,1,2,2,0,1,5,3,6,2,7,3,2,7,4,8,5,3,4,29,6,3,6,7,5,5,8,4,4,8,11,4,8,5,3,13,10,9,5,5,0,7,9,3,10,12,7,4,6,6,7,11,13,14,12,2,3,15,22,2,17,7,9,7,10,2,12,8,9,4,9,9,14,8,10,3,6,6,0,1,6,5,9,5,5,5,5,5,3,6,4,5,10,4,3,10,4,3,5,6,2,4,5,4
10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,2,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2,1,1,1,1,1,0,0,1,3,0,0,0,3,1,1,3,1,0,1,3,2,0,1,3,2,0,15,0,2,0,0,0,0,6,3,2,0,0,4,0,1,2,1,0,1,3,2,0,1,2,2,8,0,3,0,1,6,3,1,3,2,8,1,2,3,3,2,5,1,2,3,2,0,3,3,1,6,2,1,0,3,5,1,1,2,1,3,4,4,2,4,4,4,0,1,5,2,2,2,2,3,2,2,0,1,3,1,1,0,0,1
